t,a,v,soc,kw
43924,187.3,398.0,67.19,74.55
43925,187.3,398.0,67.22,74.54
43926,187.2,398.0,67.25,74.5
43927,187.2,398.0,67.27,74.5
43928,187.2,398.0,67.31,74.5
43929,187.1,398.0,67.34,74.45
43930,187.1,398.0,67.37,74.48
43931,187.1,398.0,67.39,74.48
43932,187.2,398.0,67.42,74.5
43933,187.2,398.0,67.45,74.5
43934,187.2,398.0,67.48,74.51
43935,187.3,398.0,67.51,74.55
43936,187.2,398.0,67.53,74.52
43937,187.3,398.0,67.56,74.55
43938,187.3,398.0,67.59,74.55
43939,187.3,398.0,67.62,74.55
43940,187.2,398.0,67.64,74.5
43941,187.2,398.0,67.68,74.5
43942,187.2,398.0,67.7,74.5
43943,187.2,398.0,67.73,74.5
43944,187.2,398.0,67.76,74.5
43945,187.2,398.0,67.79,74.5
43946,187.2,398.0,67.81,74.5
43947,187.1,398.0,67.83,74.45
43948,187.1,398.0,67.86,74.45
43949,181.0,397.8,67.89,72.0
43950,168.4,397.0,67.92,66.84
43951,168.1,397.0,67.94,66.75
43952,168.2,397.0,67.97,66.76
43953,168.2,397.0,67.99,66.8
43954,168.2,397.0,68.02,66.79
43955,168.1,397.0,68.06,66.75
43956,168.2,397.0,68.08,66.77
43957,168.2,397.0,68.1,66.77
43958,168.2,397.0,68.12,66.77
43959,168.2,397.0,68.15,66.77
43960,168.2,397.0,68.18,66.77
43961,168.1,397.0,68.21,66.74
43962,168.1,397.0,68.24,66.75
43963,168.2,397.0,68.26,66.76
43964,168.2,397.0,68.29,66.77
43965,168.2,397.0,68.31,66.77
43966,168.2,397.0,68.34,66.77
43967,168.2,397.0,68.37,66.77
43968,168.2,397.0,68.39,66.77
43969,168.2,397.0,68.42,66.77
43970,168.2,397.0,68.44,66.77
43971,168.2,397.0,68.46,66.77
43972,168.3,397.0,68.49,66.82
43973,168.3,397.0,68.52,66.82
43974,168.3,397.0,68.54,66.82
43975,168.2,397.0,68.56,66.79
43976,168.2,397.0,68.59,66.77
43977,168.3,397.0,68.61,66.8
43978,168.3,397.0,68.65,66.81
43979,168.4,397.0,68.67,66.85
43980,168.4,397.0,68.69,66.85
43981,168.4,397.0,68.72,66.85
43982,168.3,397.0,68.74,66.81
43983,168.4,397.0,68.76,66.85
43984,168.4,397.0,68.79,66.85
43985,168.4,397.0,68.82,66.87
43986,168.5,397.0,68.84,66.89
43987,168.5,397.0,68.87,66.89
43988,168.5,397.0,68.89,66.89
43989,168.4,397.0,68.91,66.85
43990,168.5,397.0,68.94,66.89
43991,168.4,397.0,68.97,66.86
43992,168.4,397.0,68.99,66.85
43993,168.4,397.0,69.02,66.85
43994,168.5,397.0,69.04,66.89
43995,168.5,397.0,69.06,66.89
43996,168.5,397.0,69.08,66.89
43997,168.5,397.0,69.12,66.89
43998,168.5,397.0,69.15,66.88
43999,168.6,397.0,69.17,66.92
44000,168.5,397.0,69.19,66.9
44001,168.5,397.0,69.21,66.89
44002,168.5,397.0,69.26,66.91
44003,168.6,397.0,69.28,66.92
44004,168.6,397.0,69.3,66.92
44005,168.6,397.0,69.33,66.92
44006,168.7,397.0,69.35,66.96
44007,168.7,397.0,69.37,66.97
44008,168.6,397.0,69.4,66.95
44009,168.6,397.0,69.43,66.92
44010,168.6,397.0,69.46,66.92
44011,168.6,397.0,69.48,66.92
44012,168.6,397.0,69.51,66.92
44013,168.6,397.0,69.52,66.92
44014,168.6,397.0,69.56,66.92
44015,168.7,397.0,69.58,66.96
44016,168.7,397.0,69.61,66.97
44017,168.7,397.0,69.63,66.97
44018,168.7,397.0,69.65,66.97
44019,168.7,397.0,69.68,66.97
44020,168.6,397.0,69.72,66.94
44021,168.7,397.0,69.73,66.97
44022,168.7,397.0,69.75,66.98
44023,168.7,397.0,69.78,66.99
44024,168.7,397.0,69.8,66.99
44025,168.7,397.0,69.83,66.99
44026,168.7,397.0,69.86,66.97
44027,168.7,397.0,69.89,66.97
44028,168.7,397.0,69.92,66.97
44029,168.7,397.0,69.94,66.98
44030,168.8,397.0,69.96,67.02
44031,168.7,397.0,69.99,66.98
44032,168.7,397.0,70.01,66.97
44033,168.7,397.0,70.04,66.97
44034,168.6,397.0,70.06,66.94
44035,168.7,397.0,70.08,66.97
44036,168.7,397.0,70.11,66.97
44037,168.6,397.0,70.13,66.94
44038,168.8,397.0,70.17,67.0
44039,168.8,397.0,70.18,67.02
44040,168.8,397.0,70.21,67.02
44041,168.8,397.0,70.23,67.02
44042,168.7,397.0,70.25,66.99
44043,168.8,397.0,70.28,67.02
44044,168.8,397.0,70.31,67.03
44045,168.8,397.0,70.34,67.02
44046,168.9,397.0,70.36,67.05
44047,168.8,397.0,70.38,67.03
44048,168.8,397.0,70.41,67.03
44049,168.8,397.0,70.44,67.0
44050,168.8,397.0,70.47,67.0
44051,168.8,397.0,70.49,67.02
44052,168.8,397.0,70.52,67.02
44053,168.8,397.0,70.54,67.0
44054,168.8,397.0,70.56,67.02
44055,168.8,397.0,70.6,67.02
44056,168.8,397.0,70.62,67.02
44057,168.8,397.0,70.64,67.01
44058,168.8,397.0,70.67,67.01
44059,168.8,397.0,70.7,67.02
44060,168.8,397.0,70.72,67.01
44061,168.8,397.0,70.75,67.01
44062,168.8,397.0,70.78,67.02
44063,168.8,397.0,70.8,67.03
44064,168.8,397.0,70.82,67.01
44065,168.9,397.0,70.85,67.04
44066,168.9,397.0,70.86,67.05
44067,168.9,397.0,70.89,67.05
44068,168.9,397.0,70.93,67.05
44069,168.9,397.0,70.95,67.05
44070,168.8,397.5,70.98,67.1
44071,168.9,397.4,71.0,67.12
44072,168.9,397.3,71.04,67.1
44073,168.9,397.0,71.06,67.05
44074,168.9,397.0,71.08,67.05
44075,168.9,397.6,71.1,67.14
44076,168.8,397.0,71.13,67.03
44077,168.8,397.0,71.16,67.03
44078,168.9,397.0,71.18,67.04
44079,168.8,397.0,71.21,67.01
44080,168.8,398.0,71.24,67.19
44081,168.9,397.3,71.26,67.1
44082,168.8,397.0,71.27,67.02
44083,168.8,397.7,71.3,67.13
44084,168.8,398.0,71.32,67.19
44085,168.8,397.2,71.35,67.05
44086,168.8,397.5,71.38,67.1
44087,168.8,398.0,71.4,67.19
44088,168.8,398.0,71.43,67.19
44089,168.8,397.3,71.46,67.07
44090,168.8,398.0,71.48,67.19
44091,168.8,398.0,71.51,67.16
44092,168.9,397.9,71.54,67.18
44093,168.8,397.5,71.57,67.11
44094,168.8,398.0,71.59,67.17
44095,168.8,398.0,71.61,67.17
44096,168.8,397.4,71.64,67.09
44097,168.8,398.0,71.67,67.18
44098,168.7,398.0,71.7,67.14
44099,168.7,398.0,71.72,67.14
44100,168.7,398.0,71.74,67.14
44101,168.7,398.0,71.77,67.12
44102,168.8,398.0,71.79,67.19
44103,168.7,398.0,71.82,67.14
44104,168.8,398.0,71.84,67.17
44105,168.8,398.0,71.87,67.2
44106,168.8,398.0,71.89,67.2
44107,168.9,398.0,71.91,67.21
44108,168.9,398.0,71.94,67.21
44109,168.8,398.0,71.97,67.2
44110,168.9,397.8,72.0,67.19
44111,168.9,397.5,72.03,67.13
44112,168.9,398.0,72.05,67.21
44113,168.9,398.0,72.07,67.21
44114,168.9,398.0,72.1,67.21
44115,168.9,398.0,72.13,67.21
44116,168.9,398.0,72.16,67.24
44117,169.0,398.0,72.18,67.26
44118,169.0,398.0,72.2,67.26
44119,169.0,398.0,72.22,67.26
44120,169.0,398.0,72.25,67.26
44121,169.0,398.0,72.27,67.26
44122,169.0,398.0,72.3,67.26
44123,169.0,398.0,72.33,67.26
44124,169.0,398.0,72.35,67.26
44125,169.0,398.0,72.37,67.27
44126,169.0,398.0,72.39,67.28
44127,169.0,398.0,72.42,67.26
44128,169.0,398.0,72.45,67.26
44129,169.0,398.0,72.48,67.26
44130,169.0,398.0,72.5,67.26
44131,169.0,398.0,72.53,67.25
44132,168.8,398.0,72.57,67.19
44133,168.9,398.0,72.59,67.21
44134,168.9,398.0,72.61,67.21
44135,168.9,398.0,72.63,67.21
44136,168.9,398.0,72.66,67.21
44137,168.8,398.0,72.69,67.17
44138,168.8,398.0,72.72,67.19
44139,168.7,398.0,72.74,67.15
44140,168.8,398.0,72.77,67.18
44141,168.9,398.0,72.79,67.21
44142,168.8,398.0,72.81,67.19
44143,168.8,398.0,72.83,67.19
44144,168.7,398.0,72.86,67.16
44145,168.8,398.0,72.89,67.19
44146,168.8,398.0,72.91,67.19
44147,168.7,398.0,72.94,67.15
44148,168.8,398.0,72.96,67.19
44149,168.8,398.0,72.99,67.19
44150,168.8,398.0,73.02,67.19
44151,168.8,398.0,73.04,67.19
44152,168.8,398.0,73.06,67.17
44153,168.8,398.0,73.09,67.18
44154,168.8,398.0,73.12,67.19
44155,168.9,398.0,73.14,67.21
44156,168.8,398.0,73.17,67.18
44157,168.9,398.0,73.2,67.21
44158,168.9,398.0,73.22,67.21
44159,168.9,398.0,73.25,67.21
44160,169.0,398.0,73.27,67.25
44161,169.0,398.0,73.29,67.26
44162,169.0,398.0,73.32,67.26
44163,169.0,398.0,73.35,67.26
44164,169.0,398.0,73.37,67.27
44165,169.1,398.0,73.39,67.29
44166,169.1,398.0,73.42,67.29
44167,169.0,398.0,73.44,67.28
44168,169.0,398.0,73.47,67.26
44169,169.0,398.0,73.49,67.25
44170,168.9,398.0,73.52,67.21
44171,168.9,398.0,73.54,67.21
44172,169.0,398.0,73.57,67.25
44173,169.0,398.0,73.59,67.25
44174,169.0,398.0,73.62,67.25
44175,168.9,398.0,73.65,67.24
44176,169.0,398.0,73.67,67.25
44177,169.0,398.0,73.7,67.26
44178,169.0,398.0,73.72,67.26
44179,169.0,398.0,73.76,67.26
44180,169.0,398.0,73.78,67.26
44181,168.9,398.0,73.8,67.23
44182,168.9,398.0,73.82,67.21
44183,168.9,398.0,73.85,67.21
44184,168.9,398.0,73.87,67.21
44185,168.9,398.0,73.89,67.21
44186,168.8,398.0,73.92,67.19
44187,168.8,398.0,73.95,67.19
44188,168.9,398.0,73.97,67.2
44189,168.9,398.0,73.99,67.2
44190,168.8,398.0,74.02,67.19
44191,168.8,398.0,74.05,67.19
44192,168.8,398.0,74.07,67.19
44193,168.8,398.0,74.1,67.19
44194,168.8,398.0,74.12,67.19
44195,168.8,398.0,74.14,67.2
44196,168.9,398.0,74.16,67.21
44197,168.9,398.0,74.2,67.21
44198,168.9,398.0,74.22,67.21
44199,168.9,398.0,74.25,67.21
44200,168.9,398.0,74.28,67.23
44201,169.0,398.0,74.3,67.26
44202,168.9,398.0,74.32,67.24
44203,168.9,398.0,74.36,67.21
44204,168.9,398.0,74.38,67.21
44205,168.9,398.0,74.41,67.21
44206,168.9,398.0,74.43,67.21
44207,169.0,398.0,74.45,67.26
44208,169.0,398.0,74.47,67.26
44209,169.0,398.0,74.5,67.26
44210,169.0,398.0,74.53,67.26
44211,169.0,398.0,74.56,67.26
44212,169.0,398.0,74.59,67.25
44213,169.0,398.0,74.61,67.26
44214,168.9,398.0,74.64,67.23
44215,169.0,398.0,74.67,67.26
44216,169.0,398.7,74.69,67.37
44217,169.0,398.0,74.72,67.26
44218,169.0,398.3,74.74,67.32
44219,169.0,398.3,74.77,67.32
44220,168.9,398.0,74.8,67.24
44221,168.9,398.0,74.82,67.21
44222,168.9,398.0,74.85,67.21
44223,169.0,398.0,74.87,67.26
44224,169.0,398.5,74.89,67.35
44225,169.0,398.2,74.91,67.27
44226,169.0,398.0,74.95,67.25
44227,169.0,398.7,74.98,67.37
44228,169.0,398.0,75.0,67.26
44229,168.9,398.0,75.02,67.24
44230,169.0,398.0,75.04,67.26
44231,169.0,398.0,75.07,67.26
44232,169.0,398.2,75.1,67.29
44233,169.0,398.5,75.13,67.35
44234,169.0,398.6,75.16,67.36
44235,169.0,398.7,75.18,67.37
44236,168.9,398.0,75.21,67.24
44237,169.0,398.7,75.24,67.37
44238,169.0,398.3,75.27,67.32
44239,169.0,398.3,75.29,67.31
44240,169.0,398.5,75.32,67.35
44241,169.1,398.8,75.34,67.43
44242,169.0,398.0,75.37,67.27
44243,169.0,398.9,75.4,67.41
44244,169.0,399.0,75.43,67.43
44245,169.0,399.0,75.45,67.43
44246,169.0,399.0,75.48,67.42
44247,168.9,399.0,75.51,67.41
44248,169.0,398.3,75.54,67.32
44249,169.0,399.0,75.57,67.43
44250,169.0,399.0,75.59,67.43
44251,169.0,399.0,75.61,67.43
44252,169.0,399.0,75.64,67.42
44253,169.0,399.0,75.65,67.43
44254,169.0,399.0,75.68,67.43
44255,169.0,399.0,75.71,67.43
44256,169.0,399.0,75.73,67.43
44257,169.0,399.0,75.76,67.42
44258,169.0,399.0,75.79,67.43
44259,169.0,399.0,75.81,67.42
44260,169.0,399.0,75.83,67.42
44261,169.0,399.0,75.86,67.43
44262,169.0,399.0,75.88,67.43
44263,169.0,399.0,75.9,67.43
44264,169.0,399.0,75.92,67.43
44265,169.0,399.0,75.95,67.42
44266,169.0,399.0,75.97,67.43
44267,169.0,399.0,76.01,67.43
44268,169.0,399.0,76.03,67.43
44269,169.0,399.0,76.05,67.43
44270,169.0,399.0,76.08,67.43
44271,168.9,399.0,76.1,67.39
44272,168.9,399.0,76.11,67.38
44273,168.9,399.0,76.14,67.38
44274,168.9,399.0,76.18,67.38
44275,168.9,399.0,76.2,67.38
44276,168.9,399.0,76.22,67.38
44277,169.0,399.0,76.24,67.43
44278,169.0,399.0,76.27,67.43
44279,169.0,399.0,76.31,67.43
44280,169.0,399.0,76.33,67.45
44281,169.0,399.0,76.35,67.43
44282,169.0,399.0,76.38,67.43
44283,169.0,399.0,76.4,67.43
44284,169.0,399.0,76.42,67.43
44285,169.0,399.0,76.46,67.43
44286,169.0,399.0,76.49,67.43
44287,169.0,399.0,76.51,67.43
44288,169.0,399.0,76.53,67.43
44289,169.0,399.0,76.55,67.43
44290,169.0,399.0,76.58,67.43
44291,169.0,399.0,76.61,67.43
44292,169.0,399.0,76.64,67.43
44293,169.0,399.0,76.66,67.43
44294,169.0,399.0,76.68,67.43
44295,169.0,399.0,76.71,67.43
44296,169.0,399.0,76.74,67.43
44297,169.0,399.0,76.77,67.43
44298,169.0,399.0,76.79,67.43
44299,169.0,399.0,76.81,67.43
44300,169.0,399.0,76.83,67.43
44301,169.0,399.0,76.86,67.43
44302,169.0,399.0,76.88,67.43
44303,169.0,399.0,76.9,67.45
44304,169.1,399.0,76.93,67.45
44305,169.1,399.0,76.95,67.45
44306,169.1,399.0,76.98,67.45
44307,169.1,399.0,77.0,67.45
44308,169.1,399.0,77.02,67.45
44309,169.1,399.0,77.05,67.45
44310,169.1,399.0,77.08,67.45
44311,169.1,399.0,77.1,67.45
44312,169.1,399.0,77.13,67.45
44313,169.1,399.0,77.15,67.45
44314,169.1,399.0,77.17,67.45
44315,169.1,399.0,77.21,67.45
44316,169.1,399.0,77.23,67.45
44317,169.1,399.0,77.26,67.45
44318,169.1,399.0,77.28,67.45
44319,169.1,399.0,77.3,67.45
44320,169.1,399.0,77.32,67.45
44321,169.1,399.0,77.36,67.45
44322,169.1,399.0,77.39,67.45
44323,169.1,399.0,77.42,67.45
44324,169.1,399.0,77.44,67.45
44325,169.1,399.0,77.47,67.45
44326,169.1,399.0,77.5,67.45
44327,169.1,399.0,77.52,67.45
44328,169.1,399.0,77.55,67.45
44329,169.1,399.0,77.57,67.45
44330,169.1,399.0,77.6,67.45
44331,169.1,399.0,77.62,67.45
44332,169.1,399.0,77.65,67.45
44333,169.1,399.0,77.68,67.45
44334,169.1,399.0,77.71,67.45
44335,169.1,399.0,77.74,67.45
44336,169.1,399.0,77.76,67.45
44337,169.1,399.0,77.78,67.45
44338,169.1,399.0,77.82,67.45
44339,169.1,399.0,77.84,67.45
44340,169.1,399.0,77.86,67.45
44341,169.1,399.0,77.89,67.45
44342,169.1,399.0,77.91,67.45
44343,169.1,399.0,77.94,67.45
44344,169.1,399.0,77.97,67.45
44345,169.1,399.0,77.99,67.45
44346,169.1,399.0,78.02,67.45
44347,169.1,399.0,78.05,67.45
44348,169.1,399.0,78.06,67.45
44349,169.1,399.0,78.1,67.45
44350,169.1,399.0,78.12,67.45
44351,169.1,399.0,78.14,67.45
44352,169.1,399.0,78.17,67.47
44353,169.2,399.5,78.2,67.59
44354,169.2,399.2,78.22,67.54
44355,169.2,399.0,78.25,67.51
44356,169.2,399.0,78.28,67.51
44357,169.2,399.0,78.3,67.51
44358,169.2,399.3,78.32,67.56
44359,169.2,399.3,78.35,67.56
44360,169.2,399.0,78.38,67.51
44361,169.2,399.0,78.41,67.51
44362,169.2,399.0,78.43,67.51
44363,169.2,399.0,78.45,67.51
44364,169.2,399.0,78.48,67.51
44365,169.2,399.0,78.5,67.51
44366,169.2,399.0,78.52,67.51
44367,169.2,399.7,78.56,67.62
44368,169.2,399.7,78.59,67.63
44369,156.7,399.5,78.61,62.6
44370,123.8,397.3,78.63,49.2
44371,112.5,397.0,78.64,44.67
44372,112.4,397.0,78.67,44.61
44373,112.4,397.0,78.69,44.61
44374,112.4,397.0,78.71,44.61
44375,112.4,397.0,78.73,44.61
44376,112.3,396.7,78.74,44.55
44377,112.4,396.0,78.76,44.5
44378,112.4,396.0,78.77,44.5
44379,112.4,396.0,78.79,44.5
44380,112.4,396.0,78.8,44.5
44381,112.4,396.0,78.82,44.5
44382,112.5,396.0,78.84,44.54
44383,112.5,396.0,78.86,44.54
44384,112.4,396.0,78.88,44.52
44385,112.5,396.0,78.89,44.55
44386,112.5,396.0,78.91,44.55
44387,112.5,396.0,78.92,44.55
44388,112.5,396.0,78.93,44.55
44389,112.5,396.0,78.94,44.55
44390,112.5,396.0,78.96,44.55
44391,112.5,396.0,78.98,44.55
44392,112.5,396.0,79.0,44.55
44393,112.5,396.0,79.02,44.55
44394,112.6,396.0,79.03,44.57
44395,112.5,396.0,79.05,44.56
44396,112.5,396.0,79.06,44.56
44397,112.6,396.0,79.08,44.57
44398,112.6,396.0,79.09,44.57
44399,112.6,396.0,79.11,44.57
44400,112.6,396.0,79.12,44.57
44401,112.6,396.0,79.15,44.57
44402,112.7,396.0,79.17,44.62
44403,112.7,395.6,79.18,44.58
44404,112.6,395.8,79.2,44.57
44405,112.6,395.5,79.21,44.53
44406,112.6,395.8,79.23,44.55
44407,112.7,396.0,79.24,44.61
44408,112.7,395.0,79.26,44.51
44409,112.7,395.0,79.27,44.51
44410,112.7,395.3,79.3,44.55
44411,112.7,395.9,79.32,44.61
44412,112.7,395.0,79.34,44.51
44413,112.7,395.7,79.36,44.6
44414,112.7,395.0,79.37,44.53
44415,112.8,395.3,79.39,44.58
44416,112.8,396.0,79.4,44.66
44417,112.8,395.0,79.41,44.55
44418,110.6,395.0,79.42,43.68
44419,110.3,395.0,79.45,43.57
44420,110.8,395.0,79.47,43.78
44421,110.9,395.0,79.48,43.8
44422,110.9,395.0,79.5,43.8
44423,110.9,395.0,79.51,43.8
44424,110.9,395.0,79.53,43.8
44425,110.9,395.0,79.55,43.8
44426,110.9,395.7,79.56,43.87
44427,111.0,395.0,79.57,43.83
44428,110.9,395.0,79.6,43.82
44429,110.9,395.0,79.62,43.81
44430,110.9,395.0,79.63,43.81
44431,111.0,395.7,79.65,43.92
44432,111.0,395.0,79.66,43.84
44433,111.1,395.0,79.68,43.87
44434,111.1,395.0,79.69,43.87
44435,111.1,395.0,79.71,43.87
44436,111.0,395.0,79.73,43.85
44437,111.0,395.0,79.75,43.86
44438,111.1,395.0,79.77,43.87
44439,111.1,395.0,79.78,43.87
44440,111.1,395.0,79.8,43.87
44441,111.0,395.0,79.81,43.84
44442,111.1,395.0,79.82,43.87
44443,111.1,395.0,79.84,43.87
44444,111.1,395.0,79.86,43.89
44445,111.1,395.0,79.87,43.89
44446,111.1,395.0,79.9,43.89
44447,111.1,395.0,79.92,43.9
44448,111.1,395.0,79.93,43.87
44449,111.2,395.0,79.95,43.92
44450,111.2,395.0,79.96,43.92
44451,111.2,395.0,79.98,43.92
44452,111.2,395.0,80.0,43.92
44453,111.2,395.0,80.02,43.92
44454,111.2,395.0,80.04,43.91
44455,111.1,395.0,80.06,43.9
44456,111.2,395.0,80.08,43.92
44457,111.3,395.0,80.09,43.97
44458,111.2,395.0,80.11,43.92
44459,111.2,395.0,80.12,43.92
44460,111.1,395.0,80.13,43.89
44461,111.1,395.0,80.14,43.9
44462,111.1,395.0,80.16,43.87
44463,111.1,395.0,80.18,43.87
44464,111.0,395.0,80.2,43.85
44465,111.0,395.0,80.22,43.84
44466,111.0,395.0,80.23,43.84
44467,111.0,395.0,80.25,43.84
44468,111.0,395.0,80.27,43.85
44469,111.0,395.0,80.28,43.83
44470,111.0,395.0,80.29,43.85
44471,111.0,395.0,80.31,43.83
44472,111.0,395.0,80.32,43.84
44473,111.0,395.0,80.34,43.84
44474,111.0,395.0,80.36,43.86
44475,111.0,395.0,80.37,43.86
44476,111.0,395.0,80.4,43.86
44477,111.1,395.0,80.42,43.87
44478,111.1,395.0,80.43,43.87
44479,111.1,395.0,80.44,43.87
44480,111.1,395.0,80.46,43.87
44481,111.1,395.0,80.48,43.87
44482,111.1,395.0,80.5,43.87
44483,111.1,395.0,80.51,43.87
44484,111.1,395.0,80.53,43.87
44485,111.1,395.0,80.55,43.87
44486,111.1,395.0,80.56,43.87
44487,111.1,395.0,80.57,43.89
44488,111.2,395.0,80.6,43.92
44489,111.1,395.0,80.61,43.89
44490,111.2,395.0,80.63,43.92
44491,111.2,395.0,80.65,43.92
44492,111.2,395.0,80.67,43.92
44493,111.2,395.0,80.68,43.92
44494,111.2,395.0,80.7,43.94
44495,111.2,395.0,80.73,43.94
44496,111.2,395.0,80.74,43.94
44497,111.2,395.0,80.75,43.93
44498,111.3,395.0,80.77,43.97
44499,111.3,395.0,80.79,43.95
44500,111.2,395.0,80.81,43.94
44501,111.3,395.0,80.83,43.96
44502,111.3,395.0,80.84,43.95
44503,111.2,395.3,80.86,43.96
44504,111.3,395.3,80.88,43.99
44505,111.2,395.0,80.89,43.92
44506,111.2,395.0,80.92,43.93
44507,111.2,395.0,80.92,43.94
44508,111.3,395.0,80.95,43.95
44509,111.3,395.0,80.97,43.95
44510,111.2,395.0,80.99,43.94
44511,111.2,395.0,81.0,43.94
44512,111.2,395.0,81.02,43.94
44513,111.2,395.0,81.04,43.92
44514,111.2,395.0,81.06,43.92
44515,111.2,395.0,81.07,43.92
44516,111.2,395.0,81.09,43.92
44517,111.2,395.0,81.12,43.92
44518,111.1,395.5,81.12,43.94
44519,111.1,395.4,81.14,43.95
44520,111.2,395.3,81.16,43.95
44521,111.2,395.3,81.18,43.98
44522,111.2,395.3,81.19,43.97
44523,111.2,395.4,81.2,43.97
44524,111.2,395.2,81.22,43.94
44525,111.2,395.0,81.25,43.92
44526,111.1,395.0,81.26,43.89
44527,111.2,395.0,81.28,43.92
44528,111.2,395.0,81.3,43.92
44529,111.3,395.7,81.3,44.03
44530,111.2,395.3,81.32,43.96
44531,111.1,396.0,81.35,44.0
44532,111.2,396.0,81.36,44.03
44533,111.2,396.0,81.38,44.03
44534,111.2,395.5,81.4,43.98
44535,111.2,395.2,81.42,43.94
44536,111.2,395.4,81.43,43.97
44537,111.2,396.0,81.45,44.03
44538,111.2,395.3,81.47,43.96
44539,111.2,396.0,81.48,44.03
44540,111.2,395.3,81.49,43.96
44541,111.2,396.0,81.51,44.03
44542,111.2,395.3,81.53,43.96
44543,111.2,396.0,81.55,44.03
44544,111.1,396.0,81.56,44.0
44545,111.2,395.4,81.58,43.97
44546,111.2,395.7,81.6,43.99
44547,111.2,395.7,81.61,43.99
44548,111.2,395.7,81.62,43.99
44549,111.2,395.7,81.64,44.0
44550,111.2,396.0,81.65,44.03
44551,111.3,396.0,81.67,44.08
44552,111.3,396.0,81.69,44.08
44553,111.3,396.0,81.71,44.07
44554,111.2,395.3,81.73,43.98
44555,111.2,396.0,81.74,44.03
44556,111.2,396.0,81.75,44.03
44557,111.2,396.0,81.77,44.03
44558,111.2,395.3,81.79,43.95
44559,111.2,395.5,81.8,43.98
44560,111.2,396.0,81.82,44.03
44561,111.2,396.0,81.84,44.03
44562,111.2,396.0,81.86,44.03
44563,111.2,396.0,81.88,44.03
44564,111.2,396.0,81.89,44.03
44565,111.2,396.0,81.9,44.03
44566,111.2,396.0,81.92,44.03
44567,111.3,396.0,81.94,44.06
44568,111.3,396.0,81.95,44.06
44569,111.3,396.0,81.97,44.08
44570,111.3,396.0,81.99,44.08
44571,111.3,396.0,82.01,44.08
44572,111.3,396.0,82.02,44.08
44573,111.3,396.0,82.04,44.08
44574,111.3,396.0,82.05,44.08
44575,111.3,396.0,82.07,44.08
44576,111.3,396.0,82.09,44.06
44577,111.3,396.0,82.1,44.08
44578,111.3,396.0,82.12,44.08
44579,111.3,396.0,82.14,44.08
44580,111.3,396.0,82.16,44.08
44581,111.3,396.0,82.17,44.08
44582,111.3,396.0,82.19,44.08
44583,111.3,396.0,82.2,44.08
44584,111.3,396.0,82.22,44.08
44585,111.3,396.0,82.24,44.08
44586,111.3,396.0,82.26,44.06
44587,111.3,396.0,82.28,44.07
44588,111.3,396.0,82.3,44.07
44589,111.2,396.0,82.31,44.05
44590,111.2,396.0,82.32,44.03
44591,111.2,396.0,82.34,44.03
44592,111.1,396.0,82.36,43.99
44593,111.1,396.0,82.37,43.98
44594,111.1,396.0,82.39,43.98
44595,111.1,396.0,82.4,43.98
44596,111.1,396.0,82.42,43.98
44597,111.0,396.0,82.44,43.95
44598,111.1,396.0,82.46,43.98
44599,111.1,396.0,82.48,43.98
44600,111.1,396.0,82.49,43.98
44601,111.1,396.0,82.51,44.01
44602,111.1,396.0,82.52,44.01
44603,111.1,396.0,82.54,44.0
44604,111.2,396.0,82.54,44.03
44605,111.2,396.0,82.56,44.03
44606,111.2,396.0,82.57,44.03
44607,111.2,396.0,82.6,44.03
44608,111.2,396.0,82.61,44.03
44609,111.2,396.0,82.63,44.03
44610,111.2,396.0,82.65,44.03
44611,111.1,396.0,82.66,44.0
44612,111.2,396.0,82.68,44.03
44613,111.3,396.0,82.69,44.06
44614,111.3,396.0,82.71,44.08
44615,111.3,396.0,82.73,44.07
44616,111.2,396.0,82.75,44.03
44617,111.2,396.0,82.77,44.04
44618,111.3,396.0,82.78,44.08
44619,111.3,396.0,82.8,44.08
44620,111.3,396.0,82.81,44.08
44621,111.1,396.0,82.83,44.0
44622,111.2,396.0,82.84,44.03
44623,111.1,396.0,82.86,44.01
44624,111.2,396.0,82.88,44.02
44625,111.2,396.0,82.9,44.03
44626,111.2,396.0,82.92,44.03
44627,111.2,396.0,82.93,44.03
44628,111.1,396.0,82.95,44.0
44629,111.2,396.0,82.96,44.03
44630,111.2,396.0,82.98,44.03
44631,111.2,396.0,82.99,44.03
44632,111.2,396.0,83.01,44.03
44633,111.2,396.0,83.02,44.03
44634,111.2,396.0,83.05,44.03
44635,111.1,396.0,83.07,44.0
44636,111.1,396.0,83.08,44.0
44637,111.2,396.0,83.1,44.03
44638,111.2,396.0,83.11,44.03
44639,111.2,396.0,83.12,44.03
44640,111.2,396.0,83.13,44.03
44641,111.2,396.0,83.15,44.03
44642,111.2,396.0,83.17,44.03
44643,111.2,396.0,83.18,44.03
44644,111.2,396.0,83.21,44.03
44645,111.2,396.0,83.23,44.03
44646,111.1,396.0,83.25,44.0
44647,111.2,396.0,83.26,44.03
44648,111.2,396.0,83.28,44.03
44649,111.2,396.0,83.3,44.03
44650,111.2,396.0,83.31,44.03
44651,111.2,396.0,83.32,44.02
44652,111.1,396.0,83.35,43.98
44653,111.1,396.0,83.37,43.99
44654,111.1,396.0,83.38,44.01
44655,111.1,396.0,83.4,43.98
44656,111.1,396.0,83.41,43.98
44657,111.1,396.0,83.43,43.98
44658,111.0,396.0,83.44,43.97
44659,111.0,396.0,83.45,43.96
